FECHA RECOGIDA MUESTRA;EDAR;RESULTADO SARS-COV-2;VARIACIÓN;OBSERVACIONES
2020-11-03;EDAR SORIA (VATAR);POSITIVO;Disminución;Hubo precipitaciones (3,60mm) el día del muestreo, pudiendo haber diluido la muestra ligeramente, disminuyendo la cuantificación de SARS-CoV-2
2020-11-01;EDAR VALLADOLID (VATAR);POSITIVO;Aumento;Hubo precipitaciones el día anterior (0,6mm) del muestreo, pudiendo haber diluido la muestra ligeramente, disminuyendo la cuantificación de SARS-CoV-2
2020-10-29;EDAR SEGOVIA (VATAR);POSITIVO;Estable;Hubo precipitaciones el dia anterior al muestreo (2,20mm), pudiendo haber diluido la muestra ligeramente, disminuyendo la cuantificación de SARS-CoV-2
2020-10-27;EDAR SORIA (VATAR);POSITIVO;Estable;
2020-10-25;EDAR VALLADOLID (VATAR);POSITIVO;Disminución;
2020-10-22;EDAR SEGOVIA (VATAR);POSITIVO;Estable;"Hubo precipitaciones (7,2mm) el día del muestreo y el dia anterior (1mm), pudiendo haber diluido la muestra ligeramente, disminuyendo la cuantificación de SARS-CoV-2.
Disparidad significativa en la variación entre las distintas dianas analizadas. Por ello, hay que tomarse este resultado de variación con cautela hasta que pueda confirmarse la tendencia en la semana siguiente."
2020-10-20;EDAR SORIA (VATAR);POSITIVO;Estable;Hubo precipitaciones (5mm) el día del muestreo, pudiendo haber diluido la muestra ligeramente, disminuyendo la cuantificación de SARS-CoV-2
2020-10-18;EDAR VALLADOLID (VATAR);POSITIVO;Estable;
2020-10-15;EDAR SEGOVIA (VATAR);POSITIVO;Disminución;
2020-10-13;EDAR SORIA (VATAR);POSITIVO;Estable;
2020-10-11;EDAR VALLADOLID (VATAR);POSITIVO;Aumento significativo;
2020-10-08;EDAR SEGOVIA (VATAR);POSITIVO;Estable;
2020-10-06;EDAR SORIA (VATAR);POSITIVO;Aumento;
2020-10-04;EDAR VALLADOLID (VATAR);POSITIVO;Estable;
2020-10-01;EDAR SEGOVIA (VATAR);POSITIVO;Disminución;
2020-09-29;EDAR SORIA (VATAR);POSITIVO;Disminución;
2020-09-27;EDAR VALLADOLID (VATAR);POSITIVO;Estable;
2020-09-24;EDAR SEGOVIA (VATAR);POSITIVO;Estable;Hubo precipitaciones (1,4mm) el día del muestreo, pudiendo haber diluido la muestra ligeramente, disminuyendo la cuantificación de SARS-coV-2
2020-09-22;EDAR SORIA (VATAR);POSITIVO;Estable;
2020-09-20;EDAR VALLADOLID (VATAR);POSITIVO;Disminución significativa;
2020-09-17;EDAR SEGOVIA (VATAR);POSITIVO;Estable;
2020-09-15;EDAR SORIA (VATAR);POSITIVO;Disminución significativa;Hubo precipitaciones (0,2mm) el día de muestreo, pudiendo haber diluido la muestra ligeramente. Aunque el caudal era similar al de los muestreos anteriores.
2020-09-13;EDAR VALLADOLID (VATAR);POSITIVO;Aumento significativo;
2020-09-10;EDAR SEGOVIA (VATAR);POSITIVO;Aumento;
2020-09-08;EDAR SORIA (VATAR);POSITIVO;Estable;
2020-09-06;EDAR VALLADOLID (VATAR);POSITIVO;Disminución;
2020-09-03;EDAR SEGOVIA (VATAR);NEGATIVO;S/D;
2020-09-01;EDAR SORIA (VATAR);POSITIVO;Disminución;
2020-08-30;EDAR VALLADOLID (VATAR);POSITIVO;Estable;
2020-08-27;EDAR SEGOVIA (VATAR);PRESUNTO POSITIVO;Disminución;
2020-08-25;EDAR SORIA (VATAR);POSITIVO;Aumento;
2020-08-23;EDAR VALLADOLID (VATAR);POSITIVO;Estable;
2020-08-20;EDAR SEGOVIA (VATAR);POSITIVO;Estable;
2020-08-18;EDAR SORIA (VATAR);POSITIVO;Aumento;
2020-08-16;EDAR VALLADOLID (VATAR);POSITIVO;Aumento significativo;
2020-08-13;EDAR SEGOVIA (VATAR);PRESUNTO POSITIVO;Aumento;
2020-08-11;EDAR SORIA (VATAR);POSITIVO;Disminución;
2020-08-09;EDAR VALLADOLID (VATAR);POSITIVO;Estable;
2020-08-06;EDAR SEGOVIA (VATAR);NEGATIVO;S/D;
2020-08-04;EDAR SORIA (VATAR);POSITIVO;Aumento;
2020-08-02;EDAR VALLADOLID (VATAR);POSITIVO;Estable;
2020-07-30;EDAR SEGOVIA (VATAR);POSITIVO;Aumento significativo;
2020-07-28;EDAR SORIA (VATAR);POSITIVO;Estable;
2020-07-26;EDAR VALLADOLID (VATAR);POSITIVO;Aumento;
2020-07-23;EDAR SEGOVIA (VATAR);PRESUNTO POSITIVO;Primera determinación;
2020-07-21;EDAR SORIA (VATAR);POSITIVO;Primera determinación;
2020-07-19;EDAR VALLADOLID (VATAR);NEGATIVO;S/D;
